job_nm|month_pay|job_loc|co_id|co_nm|co_ownership|co_ee_size|co_link|co_industry|co_add|co_desc
销售顾问|8001-10000|北京|CC143164448|北京飞亚视科技发展有限公司|['民营']|['20-99人']|['http://www.bjfys.com']|['电子技术/半导体/集成电路,通信/电信运营、增值服务,贸易/进出口']|['北京大兴工业开发区盛坊路1号三利工业园1号楼']|[<Element div at 0x1076cb048>]
系统集成工程师（能,出差）|15001-20000|北京|CC145890212|北京中电方大科技股份有限公司|['上市公司']|['20-99人']|['http://www.levcn.com.cn']|['计算机软件']|['北京市海淀区上地信息路12号中关村发展大厦E301-E306']|[<Element div at 0x1076cb0e8>]
销售经理|10000-15000|北京|CC301680536|上海拓畅信息技术有限公司北京分公司|['合资']|['100-499人']|['http://www.chance-ad.com/']|['广告/会展/公关,互联网/电子商务,网络游戏,媒体/出版/影视/文化传播']|['北京市朝阳区广顺南大街望京园609号楼悠乐汇A座']|[<Element div at 0x10766d408>]
金融EMBA教育中心—,事务主管|8001-10000|北京|CC468340717|清华大学五道口金融学院|['事业单位']|['100-499人']|['http://www.pbcsf.tsinghua.edu.cn/']|['教育/培训/院校']|['北京市海淀区成府路43号']|[<Element div at 0x106bae9f8>]
房产项目经理|10001-15000|北京-海淀区|CC148565199|津桥移民|['民营']|['100-499人']|['http://www.oxbridgedu.org']|['专业服务/咨询(财会/法律/人力资源等),教育/培训/院校,中介服务,广告/会展/公关']|['北京市海淀区中关村大街59号中国人民大学文化大厦9层']|[<Element div at 0x1076cb098>]
办事处负责人（西班牙巴塞罗那）|10001-15000|北京|CC230582182|北京伊度环球投资有限公司|['外商独资']|['20-99人']|[]|['北京市朝阳区工体北路8号院三里屯SOHOB座903']|[]|[<Element div at 0x1076b4c78>]
人事助理/专员 6500+高绩效奖金  季度,游|6001-8000|北京|CC190855123|巨源信成投资咨询有限公司|['国企']|['10000人以上']|[]|['北京市丰台区彩虹城']|[]|[<Element div at 0x1076b4598>]
销售代表  薪资1w+提成 +每季度,游|10001-15000|北京|CC190855123|巨源信成投资咨询有限公司|['国企']|['10000人以上']|[]|['北京市丰台区彩虹城']|[]|[<Element div at 0x1076b43b8>]
行政/助理  薪资4k-6k+4次,旅游|6001-8000|北京|CC190855123|巨源信成投资咨询有限公司|['国企']|['10000人以上']|[]|['北京市丰台区彩虹城']|[]|[<Element div at 0x1076b45e8>]
高端软件销售专员（东南亚地区）|6000-10000|北京|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x1076b4548>]
商务助理|8001-10000|北京|CC256879332|纳恩博(北京)科技有限公司|['民营']|['500-999人']|['http://www.ninebot.cn']|['汽车/摩托车,加工制造（原料加工/模具）,互联网/电子商务']|['北京市海淀区西小口路66号东升科技园北领地A-1号楼101']|[<Element div at 0x106bae9a8>]
媒体营销策划经理|10001-15000|北京-朝阳区|CC623489625|深诺广告(上海)有限公司|['民营']|['100-499人']|['http://null']|['广告/会展/公关,互联网/电子商务']|['杨宅路199号12楼']|[<Element div at 0x106bae9a8>]
售后工程师|12000-18000|北京|CC265454937|北京上元信安技术有限公司|['民营']|['20-99人']|['http://www.sunyainfo.com']|['计算机软件,IT服务(系统/数据/维护),互联网/电子商务,通信/电信/网络设备']|['北京市海淀区上地金隅嘉华大厦E座']|[<Element div at 0x106baebd8>]
展会销售/展会营销|4001-6000|北京|CC650766622|北京凯鑫环球国际旅行社有限公司|['其它']|['20-99人']|['http://www.kxintrip.com']|['旅游/度假,航空/航天研究与制造']|['北京市朝阳区延静里中街3号长信大厦407室']|[<Element div at 0x10766d408>]
市场高级销售经理|20001-30000|北京-朝阳区|CC450608385|北京彩量科技有限公司|['民营']|['20-99人']|[]|['北京市朝阳区阜通东大街1号望京SOHO']|[]|[<Element div at 0x1076cb318>]
理财规划师 清华实训+月薪1W+季度,游|15001-20000|北京|CC188728729|北京英和元创投资顾问有限公司|['国企']|['10000人以上']|[]|['北京市西城区西直门北大街']|[]|[<Element div at 0x10766d458>]
21528-,版权商务拓展（北京）|面议|北京|CC120072290|深圳腾讯计算机系统有限公司|['民营']|['10000人以上']|['http://www.tencent.com']|['IT服务(系统/数据/维护),互联网/电子商务,网络游戏,计算机软件']|['深圳市南山区科技园科技中一路腾讯大厦']|[<Element div at 0x1076b4688>]
大客户经理（英文流利，服务现有,大客户）|15001-20000|北京|CC120531838|北京环洋经典建筑发展有限责任公司|['合资']|['1000-9999人']|['http://www.hayaretail.com']|['房地产/建筑/建材/工程,家居/室内设计/装饰装潢,物业管理/商业中心']|['北京市海淀区西三环北路87号国际财经中心B座5--9层']|[<Element div at 0x1076b4e08>]
高薪诚聘 ,事业部渠道销售经理|8001-10000|北京|CC137964458|北京英策房地产经纪有限公司|['民营']|['20-99人']|['http://www.gmtacn.net/home']|['房地产/建筑/建材/工程']|['北京市朝阳区朝外大街乙6号朝外SOHOC座5090室']|[<Element div at 0x10766dea8>]
质检员（,）|15000-25000|北京|CC134718194|北京力天大成装饰工程有限公司|['民营']|['100-499人']|['http://www.bjltdc.com/']|['房地产/建筑/建材/工程']|['北京市朝阳区望京来广营西路诚盈中心6号楼7层']|[<Element div at 0x10766df98>]
市场投放主管|15001-20000|北京-石景山区|CC412113120|北京飞扬天下网络科技股份有限公司|['股份制企业']|['100-499人']|['http://www.fly99.com']|['网络游戏']|['北京市石景山区石景山路22号万商大厦21层']|[<Element div at 0x10766d138>]
高级,运营经理|20001-30000|北京-朝阳区|CC450608385|北京彩量科技有限公司|['民营']|['20-99人']|[]|['北京市朝阳区阜通东大街1号望京SOHO']|[]|[<Element div at 0x1076cb458>]
外贸销售/,销售经理|7000-12000|北京|CC133829657|北京市北方办公用品公司|['民营']|['100-499人']|['http://www.befon1991.com']|['办公用品及设备,互联网/电子商务']|['北京市昌平区回龙观西大街85号琥珀天地328室']|[<Element div at 0x1076cbe08>]
旅行社计调专员/,酒店操作/（OP）|4001-6000|北京|CC506329320|北京华乐天信息技术有限公司|['民营']|['20人以下']|['http://www.hotel98.com']|['IT服务(系统/数据/维护),互联网/电子商务,旅游/度假,酒店/餐饮']|['北京市朝阳门外大街19号华普国际大厦901A']|[<Element div at 0x1076b4e58>]
电子商务实习生|2001-4000|北京|CZ763403670|北京唯诺卡科技有限公司|['民营']|['20人以下']|[]|['朝阳区水岸南街16号楼18层1816']|[]|[<Element div at 0x106baeef8>]
项目专员|4001-6000|北京-朝阳区|CC181659918|北京中天美澳国际教育咨询有限公司|['民营']|['20-99人']|['http://www.edusunrising.com']|['教育/培训/院校,专业服务/咨询(财会/法律/人力资源等),中介服务,旅游/度假']|['北京市朝阳区安立路洛克时代中心A座6A03室']|[<Element div at 0x106bae3b8>]
豪宅客户顾问（本科生+无责底薪+,旅游+年收入70万）|10001-15000|北京-朝阳区|CC144011978|北京21世纪不动产第一置地加盟店|['合资']|['1000-9999人']|[]|['北京市朝阳区阳光上东']|[]|[<Element div at 0x1076b4868>]
销售（英语听、说、读、写、能力优秀）|8001-10000|北京-海淀区|CC256879332|纳恩博(北京)科技有限公司|['民营']|['500-999人']|['http://www.ninebot.cn']|['汽车/摩托车,加工制造（原料加工/模具）,互联网/电子商务']|['北京市海淀区西小口路66号东升科技园北领地A-1号楼101']|[<Element div at 0x1076b4458>]
房地产项目投资经理|30001-50000|北京|CC230582182|北京伊度环球投资有限公司|['外商独资']|['20-99人']|[]|['北京市朝阳区工体北路8号院三里屯SOHOB座903']|[]|[<Element div at 0x1076b45e8>]
业务拓展经理/BD Manager|10000-18000|北京|CC464923411|北京百普赛斯生物科技有限公司|['合资']|['100-499人']|['http://www.acrobiosystems.com']|['医药/生物工程']|['北京市北京经济技术开发区地盛中路3号']|[<Element div at 0x106baeb88>]
销售代表  薪资1w+提成 +每季度,游|10001-15000|北京|CC190855123|巨源信成投资咨询有限公司|['国企']|['10000人以上']|[]|['北京市丰台区彩虹城']|[]|[<Element div at 0x1076cb318>]
留学项目经理(J13983)|20001-30000|北京-海淀区|CC345568087|深圳市美联教育科技有限公司北京分公司|['民营']|['1000-9999人']|['http://www.meten.com']|['教育/培训/院校,互联网/电子商务']|['海淀区中关村南大街2号数码大厦A座2019室']|[<Element div at 0x10766d318>]
公关【海尔集团直聘】|13000-25000|北京|CC282813837|德利天地(北京)国际文化传播有限公司|['民营']|['20-99人']|['http://www.delitiandi.com']|['广告/会展/公关,媒体/出版/影视/文化传播,互联网/电子商务,网络游戏']|['朝阳区东四环中路39号华业国际中心B座16/17层']|[<Element div at 0x1076b4e58>]
财务总监|30001-50000|北京|CC308874817|洲际油气股份有限公司北京办事处|['上市公司']|['100-499人']|['http://www.geojade.com']|['石油/石化/化工,其他,基金/证券/期货/投资']|['北京朝阳区霄云路鹏润大厦A座3层']|[<Element div at 0x1076cb9a8>]
市场助理|6000-10000|北京-朝阳区|CC131023353|北京欣维尔玻璃仪器有限公司|['外商独资']|['100-499人']|['http://www.xinweier.com']|['仪器仪表及工业自动化,学术/科研,互联网/电子商务,医疗设备/器械']|['北京市昌平区兴寿镇工业园中部北京欣维尔玻璃仪器有限公司']|[<Element div at 0x1076cb7c8>]
业务财务总监|20001-30000|北京|CC412411516|北京车网互联科技有限公司|['民营']|['100-499人']|['http://www.carsmart.cn']|['互联网/电子商务,计算机软件,通信/电信运营、增值服务,IT服务(系统/数据/维护)']|['北京市朝阳区酒仙桥北路甲10号院106号楼（电子城IT产业园内）荣之联大厦3层']|[<Element div at 0x1076cb6d8>]
商务运营总监|20001-30000|北京|CC412411516|北京车网互联科技有限公司|['民营']|['100-499人']|['http://www.carsmart.cn']|['互联网/电子商务,计算机软件,通信/电信运营、增值服务,IT服务(系统/数据/维护)']|['北京市朝阳区酒仙桥北路甲10号院106号楼（电子城IT产业园内）荣之联大厦3层']|[<Element div at 0x106bae958>]
移动广告渠道经理（,方向）|6001-8000|北京|CC683928420|上海安璞信息技术有限公司|['合资']|['20-99人']|['http://www.appcoachs.com/']|['广告/会展/公关,互联网/电子商务']|['上海市长宁区延安西路1088号长峰中心大厦']|[<Element div at 0x10766d598>]
韩语,管培生（,拓展经理方向）|6000-10000|北京|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x10766de58>]
产品运营|10000-20000|北京|CC483710523|北京小米通讯技术有限公司|['合资']|['1000-9999人']|[]|['北京海淀区清河中街68号五彩城写字楼7-13层']|[]|[<Element div at 0x10766d958>]
商务经理 / Global BD Manager|10000-20000|北京|CC483710523|北京小米通讯技术有限公司|['合资']|['1000-9999人']|[]|['北京海淀区清河中街68号五彩城写字楼7-13层']|[]|[<Element div at 0x10766def8>]
预算主管|20001-30000|北京|CC134718194|北京力天大成装饰工程有限公司|['民营']|['100-499人']|['http://www.bjltdc.com/']|['房地产/建筑/建材/工程']|['北京市朝阳区望京来广营西路诚盈中心6号楼7层']|[<Element div at 0x10766dbd8>]
BD商务拓展经理(,市场)|8001-10000|北京-朝阳区|CC139402177|力德体育|['民营']|['20-99人']|['http://www.leadchina.com.cn']|['贸易/进出口,娱乐/体育/休闲,医疗设备/器械,大型设备/机电设备/重工业']|['北京市朝阳区光华路甲8号楼和乔大厦A座213-215室']|[<Element div at 0x1076d4bd8>]
幕墙技术员（工作地点：,）|10001-15000|北京|CC131587830|金粤幕墙装饰工程有限公司|['民营']|['20-99人']|['http://www.grandfacade.com']|['房地产/建筑/建材/工程,家居/室内设计/装饰装潢']|['北京市朝阳区龙湖长楹天街西区星座5栋28层']|[<Element div at 0x10333a188>]
幕墙销售经理|15001-20000|北京-朝阳区|CC131587830|金粤幕墙装饰工程有限公司|['民营']|['20-99人']|['http://www.grandfacade.com']|['房地产/建筑/建材/工程,家居/室内设计/装饰装潢']|['北京市朝阳区龙湖长楹天街西区星座5栋28层']|[<Element div at 0x10333a318>]
客户经理（俄语方向）|5000-10000|北京|CC396886811|富思特新材料科技发展股份有限公司|['股份制企业']|['1000-9999人']|[]|['北京市大兴区亦庄经济开发区地盛中路3号中辉世纪传媒大厦B座']|[]|[<Element div at 0x10333a368>]
人力资源专员(SHYJ0299)|8000-12000|北京|CC235596887|上海盈际数码科技有限公司|['民营']|['100-499人']|['http://www.yingji1688.com']|['电子技术/半导体/集成电路,零售/批发,仪器仪表及工业自动化']|['上海市奉贤区']|[<Element div at 0x10333a408>]
【,】混凝土外加剂技术工程师|10001-15000|北京|CC203636929|北京厚德交通科技有限公司|['民营']|['20-99人']|['http://www.chinahoude.com']|['交通/运输']|['北京市通州区临河里华业东方玫瑰B1区3单元902']|[<Element div at 0x10333a458>]
人事经理（面向,人员管理）|6000-8000|北京|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x10333a278>]
人事专员（面向,人员招聘）|4000-8000|北京|CC151631712|弘历软件|['民营']|['500-999人']|['http://www.hl1998.com']|['计算机软件,基金/证券/期货/投资,互联网/电子商务,IT服务(系统/数据/维护)']|['北京市东城区东二环']|[<Element div at 0x10333a278>]
销售经理（东南亚方向）|15001-20000|北京|CC698950229|上海小蚁科技有限公司|['外商独资']|['100-499人']|['http://www.xiaoyi.com']|['互联网/电子商务']|['张江高科技园区金科路2889号长泰广场E座6楼']|[<Element div at 0x10333a1d8>]
支持，,拓展|6001-8000|北京-顺义区|CC256410232|北京森治国际物流有限公司|['民营']|['20人以下']|[]|['北京市顺义区南法信镇金关北二街3号院旭辉空港中心B座922室']|[]|[<Element div at 0x10333a1d8>]
市场助理|6000-10000|北京-朝阳区|CC397416986|上海恭宝仪器贸易商行|['外商独资']|['100-499人']|['http://www.xinweier.com/']|['仪器仪表及工业自动化,加工制造（原料加工/模具）']|['上海市浦东新区金科路2889弄3号长泰广场C座6楼']|[<Element div at 0x10333acc8>]
投资总监|10001-15000|北京|CC440398239|金诺财富资产管理有限公司北京分公司|['股份制企业']|['100-499人']|['http://kingnova.net']|['基金/证券/期货/投资,专业服务/咨询(财会/法律/人力资源等)']|['北京市朝阳区东方东路19号亮马桥外交办公大楼8层']|[<Element div at 0x10333acc8>]
技术负责人（,）|15001-20000|北京|CC134718194|北京力天大成装饰工程有限公司|['民营']|['100-499人']|['http://www.bjltdc.com/']|['房地产/建筑/建材/工程']|['北京市朝阳区望京来广营西路诚盈中心6号楼7层']|[<Element div at 0x10333a4a8>]
生产经理（,）|8001-10000|北京|CC134718194|北京力天大成装饰工程有限公司|['民营']|['100-499人']|['http://www.bjltdc.com/']|['房地产/建筑/建材/工程']|['北京市朝阳区望京来广营西路诚盈中心6号楼7层']|[<Element div at 0x10333ac28>]
（,旅游）类目运营经理|10001-15000|北京-朝阳区|CC703869225|汇中利通投资管理(北京)有限公司|['民营']|['10000人以上']|['http://null']|['基金/证券/期货/投资,保险,互联网/电子商务,计算机软件']|['北京市通州区万达广场A座3层（整层）']|[<Element div at 0x10333ac28>]
路桥合约工程师（,）|15000-25000|北京|CC353376110|中国建筑股份有限公司国际工程分公司|['国企']|['1000-9999人']|[]|['北京市朝阳区麦子店街37号盛福大厦7层']|[]|[<Element div at 0x103339a48>]
医疗 招商经理|10001-15000|北京-朝阳区|CC703869225|汇中利通投资管理(北京)有限公司|['民营']|['10000人以上']|['http://null']|['基金/证券/期货/投资,保险,互联网/电子商务,计算机软件']|['北京市通州区万达广场A座3层（整层）']|[<Element div at 0x10333aea8>]
旅游 招商经理|10001-15000|北京-朝阳区|CC703869225|汇中利通投资管理(北京)有限公司|['民营']|['10000人以上']|['http://null']|['基金/证券/期货/投资,保险,互联网/电子商务,计算机软件']|['北京市通州区万达广场A座3层（整层）']|[<Element div at 0x10333aea8>]
财务经理（工作地点：俄罗斯）|15001-20000|北京|CC680091525|北京中发智迅科技发展有限公司|['民营']|['500-999人']|['http://www.zfholdings.com/']|['基金/证券/期货/投资,互联网/电子商务,酒店/餐饮,房地产/建筑/建材/工程']|['北京市朝阳区大望路温特莱中心A座23层']|[<Element div at 0x103339138>]
商务运营专员|7000-10000|北京|CC328489736|北京值得买科技股份有限公司|['民营']|['100-499人']|['http://null']|['互联网/电子商务']|['北京市丰台区洋桥12号院3层至19层']|[<Element div at 0x103339958>]
游戏,运营|5000-7000|北京|CC702750921|北京骏梦天空科技有限公司|['民营']|['20-99人']|['http://null']|['网络游戏']|['北京市海淀区知春路108号1号楼18层1807']|[<Element div at 0x1033391d8>]
视频内容运营专员|10001-15000|北京|CC469217519|今日头条|['民营']|['1000-9999人']|['http://www.toutiao.com']|['互联网/电子商务']|['北京市海淀区知春路']|[<Element div at 0x1033399a8>]
高级客服经理（,）|15001-20000|北京|CC685808920|ofo共享单车|['股份制企业']|['1000-9999人']|['http://www.ofo.so']|['互联网/电子商务,计算机软件,计算机硬件']|['北京市海淀区理想国际大厦11层']|[<Element div at 0x1033398b8>]
项目拓展经理|10001-15000|北京|CC349838112|北京国能中林科技开发有限公司|['民营']|['20-99人']|['http://zhonglintech.com']|['能源/矿产/采掘/冶炼,电气/电力/水利,环保,石油/石化/化工']|['北京市亦庄经济开发区中航技国际广场D座1301室。']|[<Element div at 0x103339818>]
销售经理-|6000-12000|北京|CC000145905|和利时集团|['股份制企业']|['1000-9999人']|['http://www.hollysys.com']|['仪器仪表及工业自动化,计算机软件,电子技术/半导体/集成电路']|['乘地铁亦庄线至荣京东街站下车，向西800米即到或国贸乘坐846（区间快车）到天宝南街，再换乘运通115至地盛中路下车即到公司门前']|[<Element div at 0x103339368>]
流量渠道经理-Affiliate方向|20001-30000|北京-朝阳区|CC466285337|一图一数(北京)科技有限公司|['民营']|['20-99人']|['http://adtiming.com']|['互联网/电子商务,广告/会展/公关']|['朝阳区北辰福第V中心B座三层']|[<Element div at 0x1033396d8>]
房产置业顾问（高底薪+高佣金）|4001-6000|北京-朝阳区|CC144338102|美亚置业集团|['外商独资']|['100-499人']|['http://www.premier-capital.com']|['房地产/建筑/建材/工程,中介服务,其他']|['深圳市罗湖区人民南路3002号国际贸易中心大厦B02-10']|[<Element div at 0x103339e58>]
材料采购员（,）|10001-15000|北京|CC507471824|新疆北新国际工程建设有限责任公司|['国企']|['1000-9999人']|['http://www.xjbxgj.com']|['房地产/建筑/建材/工程']|['北京市朝阳区京顺东街6号院3号楼']|[<Element div at 0x103339638>]
订单执行|6000-10000|北京|CC483710523|北京小米通讯技术有限公司|['合资']|['1000-9999人']|[]|['北京海淀区清河中街68号五彩城写字楼7-13层']|[]|[<Element div at 0x103339ef8>]
驻,经理|8000-15000|北京|CC191058322|山姆富山(北京)流体技术有限公司|['股份制企业']|['20-99人']|[]|['北京市大兴区西红门镇大白楼村金安路乙30号']|[]|[<Element div at 0x103339b88>]
审计/工程造价员（,项目）|10000-20000|北京-朝阳区|CC193115014|北京永拓会计师事务所有限责任公司|['民营']|['1000-9999人']|['http://www.ytcpa.com.cn']|['专业服务/咨询(财会/法律/人力资源等),房地产/建筑/建材/工程']|['北京市朝阳区东大桥国安大厦11-15层（地铁6号线东大桥B口即到）']|[<Element div at 0x10333a958>]
销售|6001-8000|北京|CC132551465|北京科基中意汽车技术有限公司|['民营']|['20-99人']|[]|['北京海淀区蓝靛厂路金源时代商务中心C座6F']|[]|[<Element div at 0x10333a6d8>]
教育事业部-项目管理|8000-12000|北京-朝阳区|CC673381129|北京华岳联合投资管理有限公司|['民营']|['20-99人']|['http://www.huayuevisa.com/']|['专业服务/咨询(财会/法律/人力资源等)']|['北京市朝阳区东三环中路乙10号1幢艾维克大厦第12层1201、05B-08']|[<Element div at 0x10333a6d8>]
直营业务—财务部经理（北京、印度、沙特各1名）|15001-20000|北京|CC225300411|北京中阿国际投资有限公司|['其它']|['20-99人']|[]|['北京市西城区复兴门内大街158号远洋大厦F308']|[]|[<Element div at 0x10333a6d8>]
混凝土外加剂工程师|10001-15000|北京|CC203636929|北京厚德交通科技有限公司|['民营']|['20-99人']|['http://www.chinahoude.com']|['交通/运输']|['北京市通州区临河里华业东方玫瑰B1区3单元902']|[<Element div at 0x10333a958>]
业务经理（,EPC)|3000-3000|北京|CC120499664|顺特电气设备有限公司|['合资']|['1000-9999人']|['http://www.sunten.com.cn']|['大型设备/机电设备/重工业']|['顺德区大良五沙社区新悦路23号']|[<Element div at 0x10333a908>]
助理/前台/文员  6000+高绩效奖金  季度,旅游|6001-8000|北京|CC190855123|巨源信成投资咨询有限公司|['国企']|['10000人以上']|[]|['北京市丰台区彩虹城']|[]|[<Element div at 0x10333a818>]
人事助理/专员 6500+高绩效奖金  季度,游|6001-8000|北京|CC190855123|巨源信成投资咨询有限公司|['国企']|['10000人以上']|[]|['北京市丰台区彩虹城']|[]|[<Element div at 0x10333a4f8>]
渠道|6000-12000|北京|CC212788319|北京昆仑万维科技股份有限公司|['民营']|['1000-9999人']|['http://www.kunlun.com']|['网络游戏,互联网/电子商务']|['北京市东城区西总布胡同46号明阳国际中心B座']|[<Element div at 0x1076cd1d8>]
销售专员/推广(SHBY0535)|4000-6000|北京|CC375445415|上海本营智能网络科技有限公司|['民营']|['100-499人']|[]|['上海市普陀区柳园路556号5幢8室']|[]|[<Element div at 0x10766d098>]
运营助理|4000-8000|北京|CC300974684|北京易盒科技有限公司|['民营']|['20-99人']|['http://www.wildroi.com/']|['互联网/电子商务']|['北京市朝阳区世贸天阶北街中骏世界城D座']|[<Element div at 0x1076c74f8>]
广告销售（北京）|10001-15000|北京|CC302422685|北京猎豹移动科技有限公司|['上市公司']|['1000-9999人']|['http://www.cmcm.com']|['互联网/电子商务']|['北京市朝阳区姚家园南路1号惠通时代广场8号']|[<Element div at 0x1076c7638>]
游戏,运营专员|6001-8000|北京|CC403824984|北京星辰美豆文化传播有限公司|['民营']|['100-499人']|[]|['北京市东城区北三环东路环球贸易中心A座9层']|[]|[<Element div at 0x1076c7728>]
计划工程师（工作地点：,）|10001-15000|北京|CC309187317|神州长城国际工程有限公司|['上市公司']|['1000-9999人']|['http://www.sgwde.com/']|['房地产/建筑/建材/工程,家居/室内设计/装饰装潢,医疗/护理/美容/保健/卫生服务,电气/电力/水利']|['北京市大兴区锦绣街3号']|[<Element div at 0x10766d4f8>]
区域销售经理|8001-10000|北京|CC120487031|北京赛科希德科技股份有限公司|['民营']|['100-499人']|['http://www.succeeder.com.cn']|['医疗设备/器械,医疗/护理/美容/保健/卫生服务,医药/生物工程,检验/检测/认证']|['北京市昌平区北清路中关村生命科学园博雅CC11号楼8层']|[<Element div at 0x1076c7458>]
市场销售专员(SHMY0240)|4000-6000|北京|CC206140611|上海美言信息科技有限公司|['股份制企业']|['100-499人']|[]|['上海徐汇区']|[]|[<Element div at 0x1076c7458>]
市场拓展经理|4001-6000|北京|CC453392231|北京瑞塔联盟教育咨询有限公司|['民营']|['100-499人']|[]|['北京市丰台区南四环西路186号四区3号楼9层25-30单元(园区)']|[]|[<Element div at 0x1076c7458>]
商务（,业务）|8001-10000|北京|CC395095721|北京微赢互动科技有限公司|['上市公司']|['100-499人']|[]|['北京市朝阳区红军营东路甲8号鸿懋商务大厦4层2405']|[]|[<Element div at 0x1076c74a8>]
急聘客服咨询/售前/售后助理 月薪6000+绩效奖金 季度,旅游|6001-8000|北京|CC136158364|北京宏桥百森投资顾问有限公司|['国企']|['10000人以上']|[]|['西城区西直门北大街']|[]|[<Element div at 0x1076c7598>]
资料员（,）|15001-20000|北京-朝阳区|CC134718194|北京力天大成装饰工程有限公司|['民营']|['100-499人']|['http://www.bjltdc.com/']|['房地产/建筑/建材/工程']|['北京市朝阳区望京来广营西路诚盈中心6号楼7层']|[<Element div at 0x1076c7598>]
技术工程师|8001-10000|北京|CC340398711|北京小米科技有限责任公司|['民营']|['10000人以上']|['http://www.mi.com']|['计算机软件,互联网/电子商务']|['北京市海淀区毛纺路58号院3号楼小米总参']|[<Element div at 0x1076c7ea8>]
项目助理|4001-6000|北京|CC283623212|北京中瑞葆德管理顾问有限公司|['股份制企业']|['20-99人']|['http://www.boardchina.net']|['专业服务/咨询(财会/法律/人力资源等),医疗/护理/美容/保健/卫生服务,计算机软件,教育/培训/院校']|['北京市朝阳区安贞桥胜古中路2号院金基业大厦410-415']|[<Element div at 0x1076c7ea8>]
试管婴儿业务拓展总监|100001-150000|北京|CC459759738|公明（北京）国际文化交流有限公司|['民营']|['20-99人']|[]|[]|[]|[<Element div at 0x1076c7548>]
医疗项目经理（丙肝领域）|100001-150000|北京|CC459759738|公明（北京）国际文化交流有限公司|['民营']|['20-99人']|[]|[]|[]|[<Element div at 0x1076c7548>]
销售经理|6001-8000|北京-海淀区|CC466371032|北京维鲸视界科技有限公司|['民营']|['20-99人']|[]|['北京市海淀区上地三街9号C座612']|[]|[<Element div at 0x1076c7548>]
试管婴儿业务拓展总监|10001-15000|北京|CC459759738|公明（北京）国际文化交流有限公司|['民营']|['20-99人']|[]|[]|[]|[<Element div at 0x1076c7548>]
销售经理|10001-15000|北京|CC147537645|北京合锐赛尔电力科技股份有限公司|['民营']|['100-499人']|['http://www.hrsel.com']|['电气/电力/水利,电子技术/半导体/集成电路,仪器仪表及工业自动化']|['北京市海淀区高里掌路翠湖科技园云中心']|[<Element div at 0x1076c82c8>]
游戏市场经理|15001-20000|北京|CC377506013|北京触控科技有限公司|['外商独资']|['500-999人']|['http://www.chukong-inc.com']|['网络游戏,互联网/电子商务']|['北京市朝阳区望京soho-T3-B座31层']|[<Element div at 0x1076c8318>]
客服专员|3000-6000|北京-朝阳区|CC353598613|顽石互动(北京)网络科技有限公司|['民营']|['100-499人']|['http://www.wistone.com']|['网络游戏']|['北京市朝阳区望京西']|[<Element div at 0x1076c74a8>]
销售助理|6000-7000|北京-西城区|CC189654519|成都市新筑路桥机械股份有限公司北京分公司|['股份制企业']|['1000-9999人']|['http://www.xinzhu.com']|['大型设备/机电设备/重工业,交通/运输,房地产/建筑/建材/工程']|['北京市海淀区西三环北路89号中国外文大厦A座1205']|[<Element div at 0x1076c74a8>]
商务经理（,游戏）|10000-20000|北京|CC394354732|向上互娱(北京)科技有限公司|['民营']|['100-499人']|[]|['北京市朝阳区高碑店乡西店村55号楼3号']|[]|[<Element div at 0x1076c8228>]
项目会计|8000-15000|北京-大兴区|CC309187317|神州长城国际工程有限公司|['上市公司']|['1000-9999人']|['http://www.sgwde.com/']|['房地产/建筑/建材/工程,家居/室内设计/装饰装潢,医疗/护理/美容/保健/卫生服务,电气/电力/水利']|['北京市大兴区锦绣街3号']|[<Element div at 0x1076c89a8>]
新媒体运营|10001-15000|北京|CC491420181|汉麻投资集团有限公司|['民营']|['100-499人']|[]|['北京市东城区东滨河路乙一号航星科技园8号楼西侧6层']|[]|[<Element div at 0x1076c8ae8>]
仓销售运营经理|15000-25000|北京|CC282305030|天府盛(北京)国际货运代理有限公司|['民营']|['20-99人']|['http://www.tfs906.com']|['物流/仓储,交通/运输,贸易/进出口,互联网/电子商务']|['朝阳区朝外大街乙12号办公楼6层0-712A']|[<Element div at 0x1076c8e08>]
Linux/C++分布式工程师/高级工程师-,直播团队|15000-30000|北京-海淀区|CC677618624|北京趣加科技有限公司|['民营']|['100-499人']|['http://campus.funplus.com']|['网络游戏,互联网/电子商务']|['北京市海淀区科学院南路2号融科资讯中心']|[<Element div at 0x1076c89a8>]
驻外经理（,-安哥拉）|10001-15000|北京|CC484779682|台州市欧迅贸易有限公司|['民营']|['20-99人']|[]|[]|[]|[<Element div at 0x1076c8db8>]
